PlanningLocation,minimumDwell,stationCode,locationName,subdivision,MonitoringLocation,LocationGroup,
OXFD971,+02 ,   ,Oxford Ground Signal 6971 ,000,74466,No Region             ,
OXFDBRF,+02 ,   ,Oxford Banbury Road (FLHH),000,74568,No Region             ,
OXFDBUS,+02 ,   ,Oxford Bus Station        ,000,00000,No Region             ,
OXFDFSQ,+02 ,   ,Oxford Frideswide Square  ,000,00000,No Region             ,
OXFDWBU,+02 ,XVE,Oxford Westgate           ,000,00000,No Region             ,
OXFDX74,+02 ,   ,Oxford Sig. OX74          ,000,00000,No Region             ,
OXFP770,+02 ,   ,Oxford Parkway Sig 1770   ,000,74424,No Region             ,
OXWLCLR,+02 ,   ,Oxwellmains Lafarge Colas ,000,04848,No Region             ,
PADT010,+02 ,   ,Paddington Sig. SN6010    ,000,00000,No Region             ,
PADT026,+02 ,   ,Paddington Sig. SN26      ,000,00000,No Region             ,
PADT028,+02 ,   ,Paddington Sig. SN28      ,000,00000,No Region             ,
PADT030,+02 ,   ,Paddington Sig. SN30      ,000,00000,No Region             ,
PADT032,+02 ,   ,Paddington Sig. SN32      ,000,00000,No Region             ,
PADT034,+02 ,   ,Paddington Sig. SN34      ,000,00000,No Region             ,
PADT036,+02 ,   ,Paddington Sig. SN36      ,000,00000,No Region             ,
PADT093,+02 ,   ,Paddington Sig. SN93      ,000,00000,No Region             ,
PADTLL ,+02 ,PDX,Paddington Crossrail      ,000,73003,No Region             ,
PADTLUL,+02 ,   ,Paddington Bakerloo LUL   ,000,72360,No Region             ,
PAIGTQP,+02 ,   ,Paignton(Queens Park)     ,000,00000,No Region             ,
PARILLA,+02 ,   ,Paris Le Landy Depot      ,000,00756,No Region             ,
PARISLZ,+02 ,PAZ,Paris St Lazare           ,000,00000,No Region             ,
PARISND,+02 ,PBN,Paris Nord                ,000,00750,No Region             ,
PARRSTA,+02 ,XDR,Par Station Road          ,000,00000,No Region             ,
PBCKFHH,+02 ,   ,Powbeck Railhead          ,000,10053,No Region             ,
PBRO417,+02 ,   ,Peterborough Signal 417   ,000,45122,No Region             ,
PBRO458,+02 ,   ,Spital South Junction P458,000,45124,No Region             ,
PBRO796,+02 ,   ,Peterborough Signal P796  ,000,45125,No Region             ,
PBRODMP,+02 ,DEB,Dereham Market Place      ,000,00000,No Region             ,
PBROKLB,+02 ,KLB,Kings Lynn Bus Station    ,000,00000,No Region             ,
PBROUND,+02 ,OUD,Oundle Market Place       ,000,00000,No Region             ,
PBROWR ,+02 ,   ,Peterborough Waitrose Sdgs,000,45123,No Region             ,
PBROWSG,+02 ,   ,Peterborough Washer Rd GBR,000,45115,No Region             ,
PCWLJST,+02 ,XEO,Porthcawl John Street     ,000,00000,No Region             ,
PDSTWBT,+02 ,PDT,Padstow Old Rly Station   ,000,00000,No Region             ,
PEAK34P,+02 ,   ,Peak Forest 34 Points     ,000,34105,No Region             ,
PEAKCEM,+02 ,   ,Peak Forest FHH (Cemex)   ,000,34095,No Region             ,
PEAKDC ,+02 ,   ,Peak Forest D&C           ,000,34094,No Region             ,
PEAKF45,+02 ,   ,Peak Forest Signal 45     ,000,00000,No Region             ,
PEAKFHH,+02 ,   ,Peak Forest (FHH Fuel Pt) ,000,34097,No Region             ,
PEAKFRS,+02 ,   ,Peak Forest South SS      ,000,34100,No Region             ,
PEAKFSB,+02 ,   ,Peak Forest S.B.          ,000,34098,No Region             ,
PEAKLGS,+02 ,   ,Peak Forest Long Sidings  ,000,34096,No Region             ,
PEAKLHS,+02 ,   ,Peak Forest LHS           ,000,34092,No Region             ,
PEAKRGB,+02 ,   ,Peak Forest Cemex GBRF    ,000,34090,No Region             ,
PEAKRMC,+02 ,   ,Peak Forest Cemex Sdgs    ,000,34101,No Region             ,
PEAKUSG,+02 ,   ,Peak Forest Up Sidings    ,000,34093,No Region             ,
PEEBLES,+02 ,PBS,Peebles                   ,000,00000,No Region             ,
PELH849,+02 ,   ,Pelham St Junction 7849   ,000,44054,No Region             ,
PELH851,+02 ,   ,Pelham St Junction 7851   ,000,44055,No Region             ,
PEMBFTM,+02 ,PDK,Pembroke Ferry Terminal   ,000,00000,No Region             ,
PENGGBR,+02 ,   ,Pengam Reception Sdgs GBRF,000,77109,No Region             ,
PENRHYN,+02 ,   ,Penrhyn                   ,000,00000,No Region             ,
PENZHPT,+02 ,   ,Penzance Heliport         ,000,00000,No Region             ,
PENZS24,+02 ,   ,Penzance Signal 24        ,000,85737,No Region             ,
PENZS26,+02 ,   ,Penzance Signal 26        ,000,85738,No Region             ,
PENZS28,+02 ,   ,Penzance Signal 28        ,000,85739,No Region             ,
PENZS3 ,+02 ,   ,Penzance Signal 3         ,000,85736,No Region             ,
PERPROU,+02 ,   ,Perpignan Roussillon      ,000,00788,No Region             ,
PERRBCH,+02 ,XCL,Perranporth Beach Road    ,000,00000,No Region             ,
PERTH61,+02 ,   ,Perth Signal 61           ,000,03143,No Region             ,
PERTHSC,+02 ,   ,Perth South C.E.          ,000,00000,No Region             ,
PERTHST,+02 ,   ,Perth S.& T.E.            ,000,00000,No Region             ,
PERTHUL,+02 ,   ,Perth Up Loop             ,000,03142,No Region             ,
PIACNZA,+02 ,   ,Piacenza                  ,000,00332,No Region             ,
PICARDE,+02 ,   ,Gare Picarde              ,000,00751,No Region             ,
PILMAP ,+02 ,   ,Pilmoor APCO              ,000,16004,No Region             ,
PILNDGL,+02 ,   ,Down Pilning Loop         ,000,81122,No Region             ,
PILNUGL,+02 ,   ,Up Pilning Loop           ,000,81120,No Region             ,
PILOTHT,+02 ,   ,Pilot Halt                ,000,00000,No Region             ,
PINHEJ1,+02 ,   ,Pinhoe Signal EJ1         ,000,83452,No Region             ,
PKHDNJN,+02 ,   ,Parkhead North Jn         ,000,00000,No Region             ,
PLMDDC ,+02 ,   ,Polmadie Down Clydesdale  ,000,07341,No Region             ,
PLMDUC ,+02 ,   ,Polmadie Up Clydesdale    ,000,07343,No Region             ,
PLMSEJ ,+02 ,   ,Plumstead East Jn         ,000,88529,No Region             ,
PLMSFL ,+02 ,   ,Plumstead Yard (FLHH)     ,000,88557,No Region             ,
PLMSRS ,+02 ,   ,Plumstead Rev Sdg         ,000,88530,No Region             ,
PLMSXCR,+02 ,   ,Plumstead CS              ,000,88531,No Region             ,
PLVNSQU,+02 ,   ,Porthleven Square         ,000,00000,No Region             ,
PLYMSAL,+02 ,XDJ,Plymouth Saltash Road     ,000,00000,No Region             ,
PNKRBUS,+02 ,   ,Penkridge Bus A449        ,000,00000,No Region             ,
PNTHCE ,+02 ,   ,Penrith ISU (CE)          ,000,09311,No Region             ,
PNYFDCG,+02 ,   ,Penyffordd Cement GBRF    ,000,41023,No Region             ,
PNZQUAY,+02 ,PNQ,Penzance Quay             ,000,00000,No Region             ,
POITIER,+02 ,POI,Poitiers                  ,000,00790,No Region             ,
POLG373,+02 ,   ,Polegate Shunt Sig. 1373  ,000,88247,No Region             ,
POOL200,+02 ,   ,Poole Signal PW5200       ,000,86934,No Region             ,
POOL210,+02 ,   ,Poole Signal PW5210       ,000,86933,No Region             ,
PORTREE,+02 ,PEE,Portree                   ,000,00000,No Region             ,
PRFLGBR,+02 ,   ,Purfleet Fy GBR           ,000,51339,No Region             ,
PRIN159,+02 ,   ,Princes Risborough ME159  ,000,73507,No Region             ,
PRIN171,+02 ,   ,Princes Risborough ME171  ,000,73513,No Region             ,
PRIN178,+02 ,   ,Princes Risborough ME178  ,000,73510,No Region             ,
PRIN200,+02 ,   ,Princes Risborough ME200  ,000,73512,No Region             ,
PRKS012,+02 ,   ,Parkeston Signal P12      ,000,49396,No Region             ,
PRKSRPC,+02 ,   ,Harwich Reprofiling Centre,000,49423,No Region             ,
PRNC844,+02 ,   ,Edinburgh Signal 844      ,000,04310,No Region             ,
PRNC846,+02 ,   ,Edinburgh Signal E846     ,000,04314,No Region             ,
PRNC848,+02 ,   ,Edinburgh Signal 848      ,000,04305,No Region             ,
PRNTSQ ,+02 ,XPF,Princetown Square         ,000,00000,No Region             ,
PRSH   ,+02 ,PTS,Portrush                  ,000,00000,No Region             ,
PRSP244,+02 ,   ,Preston Park Signal T1244 ,000,88000,No Region             ,
PRST136,+02 ,   ,Preston Shunt Signal 136  ,000,30128,No Region             ,
PRSTCRR,+02 ,   ,Colas Ribble Rail         ,000,30126,No Region             ,
PRSTCSS,+02 ,   ,Preston Croft Street Sdgs ,000,30127,No Region             ,
PRSTFGT,+02 ,   ,Preston (Fishergate)      ,000,00000,No Region             ,
PRTBOU ,+02 ,   ,Port Bou                  ,000,00205,No Region             ,
PRTCPHL,+02 ,   ,Phillips Loop             ,000,15008,No Region             ,
PRTHWHR,+02 ,   ,Porthmadog Welsh Highland ,000,00000,No Region             ,
PSLTVDB,+02 ,   ,Port Sunlight Sdg         ,000,00000,No Region             ,
PTAL533,+02 ,   ,Port Talbot PT7533        ,000,79708,No Region             ,
PTAL548,+02 ,   ,Port Talbot PT7548        ,000,79702,No Region             ,
PTALWE ,+02 ,   ,Port Talbot West Jn       ,000,79706,No Region             ,
PTBRATG,+02 ,   ,Portbury Auto Terminal GBF,000,81833,No Region             ,
PTBRGBR,+02 ,   ,Portbury Coal Terminal GBR,000,81832,No Region             ,
PTWYPR ,+02 ,   ,Portway Park And Ride     ,000,81246,No Region             ,
PUDGMLL,+02 ,   ,Pudding Mill Lane Portal  ,000,52748,No Region             ,
PURF176,+02 ,   ,Purfleet Ls Signal UR1176 ,000,51337,No Region             ,
PURJUR ,+02 ,   ,Purfleet Jurgens LC       ,000,51350,No Region             ,
PURL100,+02 ,   ,Purley Signal T1100       ,000,87808,No Region             ,
PURL102,+02 ,   ,Purley Signal T1102       ,000,87809,No Region             ,
PURLDAF,+02 ,   ,Purley Yd Day Aggs (FLHH) ,000,87813,No Region             ,
PURLGBR,+02 ,   ,Purley Yard GBRF          ,000,87805,No Region             ,
PURLSGB,+02 ,   ,Purley Down Siding GBRF   ,000,87807,No Region             ,
PURWWLC,+02 ,   ,Purfleet Deep Water Wharf ,000,51348,No Region             ,
PYCMMER,+02 ,PCM,Pontycymmer               ,000,00000,No Region             ,
PYECRNR,+02 ,PYE,Pye Corner                ,000,76627,No Region             ,
QTRD927,+02 ,   ,Queenstown Road Sig W927  ,000,87229,No Region             ,
QURY187,+02 ,   ,Quarry Sig T187           ,000,72283,No Region             ,
RADL592,+02 ,   ,Radlett Roadstone WH592   ,000,63210,No Region             ,
RADLTGB,+02 ,   ,Radlett Lafarge GBRF      ,000,63213,No Region             ,
RADSVHL,+02 ,XEQ,Radstock Victoria Hall    ,000,00000,No Region             ,
RAINH57,+02 ,   ,Rainham Signal EK4157     ,000,89022,No Region             ,
RANNGBR,+02 ,   ,Rannoch Timber GBRF       ,000,06065,No Region             ,
RATCGBR,+02 ,   ,Ratcliffe PS GBRF         ,000,56618,No Region             ,
RATCGYP,+02 ,   ,Ratcliffe PS Gypsum GBRF  ,000,56617,No Region             ,
RBRTEGF,+02 ,   ,Robertsbridge Engineers GF,000,00000,No Region             ,
RBRYSTN,+02 ,RRN,Robroyston                ,000,06524,No Region             ,
RDHASDG,+02 ,   ,Reedham Tmpr Sdg (Norfolk),000,00000,No Region             ,
RDNG148,+02 ,   ,Reading Sig. TR148        ,000,00000,No Region             ,
RDNG332,+02 ,   ,Reading Sig. TR332        ,000,00000,No Region             ,
RDNG387,+02 ,   ,Reading Sig. TR387        ,000,00000,No Region             ,
RDNG534,+02 ,   ,Reading Sig. TR534        ,000,00000,No Region             ,
RDNGBUS,+02 ,RBU,Reading Bus               ,000,00000,No Region             ,
RECTTCR,+02 ,   ,Rectory Jn (Colwick Colas),000,55604,No Region             ,
REDBRCS,+02 ,   ,Redbridge Reception Siding,000,86708,No Region             ,
REDH305,+02 ,   ,Redhill Signal T1305      ,000,87732,No Region             ,
REDH308,+02 ,   ,Redhill Signal T1308      ,000,87730,No Region             ,
REDH320,+02 ,   ,Redhill Signal T1320      ,000,87729,No Region             ,
REDH336,+02 ,   ,Redhill Signal T1336      ,000,87735,No Region             ,
REDMGBF,+02 ,   ,Redmire GBRF              ,000,15909,No Region             ,
REEDSGS,+02 ,   ,Reedham Sidings           ,000,87740,No Region             ,
REEPHAM,+02 ,   ,Reepham                   ,000,00000,No Region             ,
RENI026,+02 ,   ,Renishaw Park S1026       ,000,27207,No Region             ,
RENILOS,+02 ,   ,Renishaw Park Los         ,000,27208,No Region             ,
RHDLFLS,+02 ,RHF,Rheidol Falls             ,000,00000,No Region             ,
RHIGOS ,+02 ,RHG,Rhigos Bus Stop           ,000,00000,No Region             ,
RHUM   ,+02 ,RHU,Rum                       ,000,00000,No Region             ,
RHWF   ,+02 ,RHW,Rhiwfron                  ,000,00000,No Region             ,
RHYLJN ,+02 ,   ,Rhyl Jn                   ,000,40078,No Region             ,
RHYLS2 ,+02 ,   ,Rhyl Signal 2             ,000,40079,No Region             ,
RHYMTRE,+02 ,XTV,Tredegar Bus              ,000,00000,No Region             ,
RIBLHGB,+02 ,   ,Ribblehead VQ GBRF        ,000,09507,No Region             ,
RIBLHVD,+02 ,   ,Ribblehead Viaduct        ,000,09510,No Region             ,
RIBLHVQ,+02 ,   ,Riblehead (Virtual Quarry),000,09509,No Region             ,
RIGG   ,+02 ,   ,Rigg                      ,000,09034,No Region             ,
RIVRSDT,+02 ,   ,Riverside (Totnes)        ,000,00000,No Region             ,
ROBINHB,+02 ,RHB,Robin Hoods Bay           ,000,00000,No Region             ,
ROCKFY1,+02 ,   ,Rock Ferry 1              ,000,00000,No Region             ,
ROCKFYB,+02 ,   ,Rock Ferry B              ,000,00000,No Region             ,
ROGRBUS,+02 ,   ,Rogerstone Bus Link       ,000,00000,No Region             ,
ROLVNDN,+02 ,   ,Rolvenden                 ,000,00000,No Region             ,
ROMFLEJ,+02 ,   ,Romford London End Jn     ,000,00000,No Region             ,
ROMNEYS,+02 ,   ,Romney Sands              ,000,00000,No Region             ,
ROMSEYJ,+02 ,   ,Romsey Junction           ,000,86153,No Region             ,
ROMSSLJ,+02 ,   ,Romsey Single Line Jn     ,000,86154,No Region             ,
ROPLBUS,+02 ,   ,Ropley (Anchor)           ,000,00000,No Region             ,
ROSNDAL,+02 ,RDL,Roosendaal CS             ,000,00909,No Region             ,
ROTH068,+02 ,   ,Rotherham S1068           ,000,24796,No Region             ,
ROTH071,+02 ,   ,Rotherham S1071           ,000,24797,No Region             ,
ROTH072,+02 ,   ,Rotherham S1072           ,000,24798,No Region             ,
ROTTCS ,+02 ,ROT,Rotterdam C.S.            ,000,00918,No Region             ,
ROUENDD,+02 ,RRD,Rouen D D                 ,000,00000,No Region             ,
ROYALO ,+02 ,ZRY,Royal Oak (LUL)           ,000,00000,No Region             ,
ROYAPTL,+02 ,   ,Royal Oak Portal (DBC)    ,000,73110,No Region             ,
RPLANEG,+02 ,   ,Ripple Lane Exch Sdgs GBRF,000,51525,No Region             ,
RPLLEUR,+02 ,   ,Barking Eurohub (DBC)     ,000,51513,No Region             ,
RPLLWYD,+02 ,   ,Ripple Lane West Yard     ,000,51506,No Region             ,
RPLYJN ,+02 ,   ,Ripley Junction           ,000,18462,No Region             ,
RSAY   ,+02 ,RTY,Rothesay                  ,000,00000,No Region             ,
RSNGBRF,+02 ,   ,Rossington Colliery GBRF  ,000,23502,No Region             ,
RSNHEIM,+02 ,   ,Rosenheim                 ,000,00069,No Region             ,
RTFD352,+02 ,   ,Retford 1352 GPL          ,000,23479,No Region             ,
RTFDUS ,+02 ,   ,Retford Up Sidings        ,000,23481,No Region             ,
RTHG858,+02 ,   ,Rutherglen Signal G858    ,000,07302,No Region             ,
RTHG888,+02 ,   ,Rutherglen Signal G888    ,000,07336,No Region             ,
RTHQBRI,+02 ,   ,Brian (Test)              ,000,89792,No Region             ,
RTHQGAW,+02 ,   ,Mcgaw (Test)              ,000,89794,No Region             ,
RTHQIAN,+02 ,   ,Blacklock (Test)          ,000,89782,No Region             ,
RTHQKIN,+02 ,   ,Kinsey (Test)             ,000,89790,No Region             ,
RUNC807,+02 ,   ,Runcorn Sig 1807          ,000,36502,No Region             ,
RUTHWEL,+02 ,   ,Ruthwell                  ,000,09028,No Region             ,
RYDCATS,+02 ,   ,Ryde Pier Head - Ship     ,000,00000,No Region             ,
RYDEHOV,+02 ,XRD,Ryde Hoverport            ,000,00000,No Region             ,
RYDSCHS,+02 ,   ,Ryde St. Johns Road C.H.S.,000,00000,No Region             ,
RYLSQRY,+02 ,   ,Rylstone (Swinden) Quarry ,000,09543,No Region             ,
SALFD50,+02 ,   ,Salfords Signal T1150     ,000,87884,No Region             ,
SALZBRG,+02 ,   ,Salzburg                  ,000,00105,No Region             ,
SANW   ,+02 ,   ,St Andrews                ,000,00000,No Region             ,
SANWBUS,+02 ,SAO,St Andrews Bus Station    ,000,00000,No Region             ,
SARRBRG,+02 ,   ,Sarrebourg                ,000,00765,No Region             ,
SBCHTC ,+02 ,   ,Sandbach Town Centre      ,000,00000,No Region             ,
SBRNSDG,+02 ,   ,Saltburn Down Sidings     ,000,15674,No Region             ,
SCAR191,+02 ,   ,Scarborough Sig YS6191    ,000,16205,No Region             ,
SCARAPL,+02 ,   ,Scarborough Appletons     ,000,00000,No Region             ,
SCAREXS,+02 ,   ,Scarborough Excursion Sdgs,000,16203,No Region             ,
SCARTMD,+02 ,   ,Scarborough TMD           ,000,16204,No Region             ,
SCNT353,+02 ,   ,Anchor Signal S353        ,000,00000,No Region             ,
SCNTANC,+02 ,   ,Scunthorpe Anchor Sdg FLHH,000,22046,No Region             ,
SCNTFRJ,+02 ,   ,Frodingham Jn             ,000,22045,No Region             ,
SCNTRGB,+02 ,   ,Scunthorpe Roxby Gullet GB,000,22054,No Region             ,
SCNTS20,+02 ,   ,Scunthorpe Signal S20     ,000,22062,No Region             ,
SCNTSFH,+02 ,   ,Scunthorpe Ore Plant FHH  ,000,22016,No Region             ,
SCNTSTS,+02 ,   ,Scunthorpe Station Sidings,000,22063,No Region             ,
SCNTTGB,+02 ,   ,Scunthorpe Trent TC GBRF  ,000,22055,No Region             ,
SCRBSTR,+02 ,SCB,Scrabster                 ,000,00000,No Region             ,
SDNSJN ,+02 ,   ,St Dennis Jn              ,000,00000,No Region             ,
SDONBUS,+02 ,XDK,Swindon Bus Station       ,000,00000,No Region             ,
SDONCBE,+02 ,   ,Cocklebury East Loop      ,000,74997,No Region             ,
SDONEGB,+02 ,   ,Swindon EMR  GBRF         ,000,75024,No Region             ,
SDSD359,+02 ,   ,Sanderstead Signal T1359  ,000,87771,No Region             ,
SEAHCLR,+02 ,   ,Seaham Harbour Colas Rail ,000,14153,No Region             ,
SEAM140,+02 ,   ,Seamer Sig SR140          ,000,16217,No Region             ,
SEAM221,+02 ,   ,Seamer Sig SR221          ,000,16214,No Region             ,
SEAMRUS,+02 ,   ,Seamer Up Sidings         ,000,16216,No Region             ,
SEATNSF,+02 ,SSF,Seaton Sea Front          ,000,00000,No Region             ,
